SOMAscan ID,UniProt ID,Gene,Protein,#SNP,Internal_R2,Internal_Rho,FENLAND_R2,FENLAND_Rho,FENLAND_MissingRate,MEC_CN_R2,MEC_CN_Rho,MEC_CN_MissingRate,MEC_IN_R2,MEC_IN_Rho,MEC_IN_MissingRate,MEC_MA_R2,MEC_MA_Rho,MEC_MA_MissingRate,JHS_R2,JHS_Rho,JHS_MissingRate
APOM.14125.5.3,O95445,APOM,Apolipoprotein M,3,0.013,0.105,,,,,,,,,,,,,0.062,0.228,0.0
IFNA10.14128.121.3,P01566,IFNA10,Interferon alpha-10,1,0.011,0.092,0.0,0.008,0.0,0.0,0.014,0.0,0.0,-0.019,0.0,0.0,0.012,0.0,0.0,0.027,0.0
IL1R2.14133.93.3,P27930,IL1R2,Interleukin-1 receptor type 2,51,0.101,0.312,0.107,0.32,0.0,0.087,0.281,0.098,0.086,0.296,0.098,0.05,0.226,0.098,0.066,0.289,0.118
RXFP1.14135.3.3,Q9HBX9,RXFP1,Relaxin receptor 1,1,0.012,0.101,0.0,-0.009,0.0,0.002,-0.046,0.0,0.001,0.026,0.0,0.0,0.001,0.0,0.0,-0.012,0.0
HIST2H2BE.14143.8.3,Q16778,H2BC21,Histone H2B type 2-E,2,0.02,0.108,0.007,0.081,0.0,0.0,,0.0,0.007,0.063,0.0,0.0,0.034,0.0,0.0,0.044,0.0
IFNG.14147.50.3,P01579,IFNG,Interferon gamma,1,0.011,0.09,,,,,,,,,,,,,,,
ISG15.14148.2.3,P05161,ISG15,Ubiquitin-like protein ISG15,38,0.048,0.208,,,,,,,,,,,,,,,
IL36A.14150.7.3,Q9UHA7,IL36A,Interleukin-36 alpha,383,0.075,0.251,0.009,0.082,0.308,0.001,-0.056,0.24,0.004,0.043,0.24,0.01,0.088,0.24,0.013,0.09,0.426
ISG15.14151.4.3,P05161,ISG15,Ubiquitin-like protein ISG15,37,0.077,0.288,0.067,0.26,0.054,0.006,0.074,0.108,0.022,0.149,0.108,0.019,0.137,0.108,0.033,0.215,0.297
YWHAB.14156.33.3,P31946,YWHAB,14-3-3 protein beta/alpha,53,0.094,0.298,0.0,-0.004,0.0,0.002,0.057,0.094,0.003,-0.05,0.094,0.006,0.067,0.094,0.0,0.009,0.34
ANXA5.14158.17.3,P08758,ANXA5,Annexin A5,22,0.042,0.102,0.001,0.046,0.0,0.004,-0.036,0.273,0.0,-0.02,0.273,0.001,-0.035,0.273,0.001,0.035,0.227
SCP2D1.14175.78.3,Q9UJQ7,SCP2D1,SCP2 sterol-binding domain-containing protein 1,65,0.392,0.612,0.344,0.587,0.062,0.412,0.656,0.277,0.303,0.547,0.277,0.35,0.599,0.277,,,
PDCL2.14192.31.3,Q8N4E4,PDCL2,Phosducin-like protein 2,19,0.035,0.173,0.0,-0.007,0.0,0.001,-0.009,0.105,0.002,-0.021,0.105,0.002,0.038,0.105,,,
PRDM1.14197.2.3,O75626,PRDM1,PR domain zinc finger protein 1,162,0.233,0.478,0.001,0.029,0.043,0.0,0.01,0.117,0.002,0.033,0.117,0.0,-0.0,0.117,,,
FOXJ2.14204.55.3,Q9P0K8,FOXJ2,Forkhead box protein J2,12,0.055,0.197,0.02,0.118,0.0,0.067,0.226,0.25,0.001,0.031,0.25,0.017,0.135,0.25,,,
RBP7.14208.3.3,Q96R05,RBP7,Retinoid-binding protein 7,82,0.191,0.415,0.0,0.004,0.024,0.001,0.053,0.11,0.002,0.036,0.11,0.001,0.021,0.11,,,
S100A5.14222.68.3,P33763,S100A5,Protein S100-A5,18,0.142,0.36,,,,,,,,,,,,,,,
SNX7.14245.195.3,Q9UNH6,SNX7,Sorting nexin-7,5,0.032,0.161,0.001,0.035,0.0,0.0,0.025,0.0,0.001,-0.01,0.0,0.001,-0.02,0.0,,,
DOK2.14246.50.3,O60496,DOK2,Docking protein 2,22,0.038,0.196,0.0,-0.002,0.0,0.0,0.038,0.091,0.0,-0.001,0.091,0.007,0.097,0.091,,,
MID2.14249.68.3,Q9UJV3,MID2,Probable E3 ubiquitin-protein ligase MID2,1,0.01,0.093,0.0,0.01,0.0,,,,,,,,,,,,
PTPN4.14254.27.3,P29074,PTPN4,Tyrosine-protein phosphatase non-receptor type 4,17,0.053,0.223,0.086,0.278,0.0,0.072,0.259,0.059,0.058,0.207,0.059,0.103,0.342,0.059,,,
NET1.14260.112.3,Q7Z628,NET1,Neuroepithelial cell-transforming gene 1 protein,1,0.01,0.079,0.001,-0.017,0.0,0.0,-0.001,0.0,0.001,0.007,0.0,0.001,0.017,0.0,,,
SRXN1.14268.4.3,Q9BYN0,SRXN1,Sulfiredoxin-1,25,0.076,0.282,0.016,0.124,0.0,0.007,0.071,0.08,0.024,0.159,0.08,0.006,0.055,0.08,,,
RAB14.14283.12.3,P61106,RAB14,Ras-related protein Rab-14,22,0.061,0.246,0.003,0.054,0.0,0.005,0.061,0.091,0.0,-0.023,0.091,0.01,0.075,0.091,,,
RAB5C.14287.6.3,P51148,RAB5C,Ras-related protein Rab-5C,15,0.029,0.161,0.0,0.009,0.0,0.0,-0.018,0.133,0.0,0.032,0.133,0.012,0.114,0.133,,,
HNRNPH1.14309.8.3,P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,64,0.395,0.629,0.074,0.288,0.0,0.068,0.277,0.031,0.017,0.147,0.031,0.084,0.291,0.031,,,
PPIL2.14314.6.3,Q13356,PPIL2,Peptidyl-prolyl cis-trans isomerase-like 2,5,0.025,0.134,0.001,0.032,0.0,0.001,0.017,0.0,0.007,0.084,0.0,0.002,0.049,0.0,,,
VPS29.14318.1.3,Q9UBQ0,VPS29,Vacuolar protein sorting-associated protein 29,96,0.401,0.423,0.403,0.439,0.01,0.354,0.378,0.094,0.228,0.25,0.094,0.381,0.448,0.094,,,
SMC3.14324.52.3,Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3,79,0.141,0.352,0.0,-0.001,0.025,0.0,-0.015,0.114,0.0,0.009,0.114,0.004,0.024,0.114,,,
MSTN.14583.49.3,O14793,MSTN,Growth/differentiation factor 8,2,0.012,0.105,0.002,0.043,0.0,0.001,0.033,0.0,0.0,-0.029,0.0,0.004,0.053,0.0,0.0,-0.007,0.0
FAM210A.14593.152.3,Q96ND0,FAM210A,Protein FAM210A,1,0.012,0.101,0.0,0.008,0.0,0.0,-0.013,0.0,0.006,0.081,0.0,0.001,-0.036,0.0,,,
SEMA6C.14597.5.3,Q9H3T2,SEMA6C,Semaphorin-6C,1,0.011,0.096,0.0,0.017,0.0,0.004,0.059,0.0,0.0,-0.001,0.0,0.0,0.004,0.0,,,
STAB1.14599.18.3,Q9NY15,STAB1,Stabilin-1,32,0.077,0.205,0.016,0.075,0.031,0.009,0.072,0.219,0.001,0.072,0.219,0.013,0.078,0.219,,,
KIAA0040.14603.51.3,Q15053,KIAA0040,Uncharacterized protein KIAA0040,61,0.1,0.292,0.0,-0.001,0.016,0.001,0.005,0.131,0.001,-0.021,0.131,0.001,0.046,0.131,,,
KRTAP2.4.14615.46.3,Q9BYR9,KRTAP2-4,Keratin-associated protein 2-4,5,0.023,0.127,0.0,0.014,0.0,,,,,,,,,,,,
SUMO3.14623.26.3,P55854,SUMO3,Small ubiquitin-related modifier 3,87,0.202,0.427,0.0,0.005,0.023,0.0,0.011,0.115,0.0,-0.017,0.115,0.006,0.057,0.115,,,
FBXO3.14628.72.3,Q9UK99,FBXO3,F-box only protein 3,6,0.019,0.123,0.01,0.092,0.333,0.02,0.126,0.167,0.005,0.064,0.167,0.009,0.087,0.167,,,
DUSP16.14631.22.3,Q9BY84,DUSP16,Dual specificity protein phosphatase 16,1,0.011,0.098,0.0,-0.003,0.0,0.0,-0.002,0.0,0.0,-0.011,0.0,0.0,,0.0,,,
HRSP12.14636.25.3,P52758,RIDA,Ribonuclease UK114,14,0.051,0.234,0.058,0.235,0.0,0.043,0.205,0.143,0.056,0.25,0.143,0.012,0.133,0.143,,,
KIN.14643.27.3,O60870,KIN,DNA/RNA-binding protein KIN17,22,0.069,0.258,,,,,,,,,,,,,,,
GSTA4.14645.253.3,O15217,GSTA4,Glutathione S-transferase A4,4,0.023,0.142,0.0,0.01,0.0,0.005,0.065,0.0,0.0,0.027,0.0,0.002,0.045,0.0,,,
DNAJC17.14655.1.3,Q9NVM6,DNAJC17,DnaJ homolog subfamily C member 17,26,0.048,0.197,0.002,0.021,0.0,0.001,0.01,0.269,0.0,-0.002,0.269,0.004,0.074,0.269,,,
MZF1.14662.6.3,P28698,MZF1,Myeloid zinc finger 1,1,0.012,0.09,0.009,0.094,0.0,0.0,0.016,0.0,0.002,0.046,0.0,0.002,0.058,0.0,,,
RNF8.14663.44.3,O76064,RNF8,E3 ubiquitin-protein ligase RNF8,21,0.077,0.28,0.007,0.077,0.048,0.001,-0.028,0.0,0.031,0.163,0.0,0.002,0.049,0.0,,,
SKIL.14670.1.3,P12757,SKIL,Ski-like protein,24,0.063,0.242,0.0,0.002,0.0,0.004,0.089,0.083,0.001,0.044,0.083,0.009,0.088,0.083,,,
EIF4B.14675.20.3,P23588,EIF4B,Eukaryotic translation initiation factor 4B,21,0.041,0.194,0.0,0.01,0.0,0.0,0.033,0.095,0.002,-0.024,0.095,0.006,0.076,0.095,,,
CAPN2.14684.17.3,P17655,CAPN2,Calpain-2 catalytic subunit,5,0.042,0.162,0.009,0.074,0.0,0.0,-0.016,0.0,0.012,0.107,0.0,0.007,0.048,0.0,,,
AKT2.14685.17.3,P31751,AKT2,RAC-beta serine/threonine-protein kinase,32,0.088,0.278,0.003,0.051,0.0,0.002,0.064,0.094,0.0,0.024,0.094,0.003,0.067,0.094,,,
PTPN7.14688.6.3,P35236,PTPN7,Tyrosine-protein phosphatase non-receptor type 7,40,0.075,0.273,0.0,-0.019,0.025,0.0,0.007,0.125,0.004,-0.033,0.125,0.001,0.03,0.125,,,
SEC13.14689.3.3,P55735,SEC13,Protein SEC13 homolog,9,0.043,0.195,0.022,0.147,0.0,0.009,0.099,0.0,0.0,0.01,0.0,0.0,0.016,0.0,,,
ZNF276.14692.3.3,Q8N554,ZNF276,Zinc finger protein 276,16,0.042,0.204,0.015,0.129,0.062,0.001,0.016,0.375,0.003,0.06,0.375,0.0,0.054,0.375,,,
CST6.14711.27.3,Q15828,CST6,Cystatin-M,6,0.016,0.1,0.004,0.044,0.0,0.035,0.192,0.0,0.0,-0.007,0.0,0.018,0.121,0.0,,,
CRLF1.14747.9.3,O75462,CRLF1,Cytokine receptor-like factor 1,7,0.024,0.146,0.016,0.135,0.0,0.044,0.19,0.0,0.019,0.138,0.0,0.111,0.323,0.0,,,
C4A.C4B.2182.54.1,P0C0L4|P0C0L5,C4A|C4B,Complement C4b,795,0.312,0.549,0.339,0.586,0.279,0.077,0.296,0.218,0.221,0.472,0.218,0.176,0.409,0.218,,,
F11.2190.55.1,P03951,F11,Coagulation Factor XI,113,0.291,0.541,0.274,0.521,0.009,0.197,0.437,0.062,0.207,0.443,0.062,0.169,0.408,0.062,0.092,0.334,0.124
CCL27.2192.63.10,Q9Y4X3,CCL27,C-C motif chemokine 27,2,0.021,0.147,0.001,0.033,0.0,0.013,0.078,0.0,0.0,-0.002,0.0,0.007,-0.061,0.0,0.025,0.182,0.0
COL18A1.2201.17.6,P39060,COL18A1,Endostatin,22,0.066,0.189,0.1,0.221,0.0,0.002,0.039,0.045,0.069,0.191,0.045,0.004,0.072,0.045,0.0,0.014,0.227
TIMP1.2211.9.6,P01033,TIMP1,Metalloproteinase inhibitor 1,2,0.02,0.123,0.0,0.015,0.0,0.0,-0.02,0.0,0.006,0.067,0.0,0.003,-0.063,0.0,0.002,0.054,0.0
PROK1.2247.20.11,P58294,PROK1,Prokineticin-1,1,0.013,0.098,0.0,0.002,0.0,0.0,0.022,0.0,0.002,-0.053,0.0,0.007,-0.061,0.0,0.001,-0.004,0.0
TIMP2.2278.61.4,P16035,TIMP2,Metalloproteinase inhibitor 2,9,0.019,0.114,0.004,0.062,0.0,0.0,-0.015,0.0,0.002,0.034,0.0,0.003,0.043,0.0,0.001,0.037,0.111
C9.2292.17.4,P02748,C9,Complement component C9,2,0.033,0.123,,,,,,,,,,,,,,,
CXCL12.2330.2.1,P48061,CXCL12,Stromal cell-derived factor 1,3,0.016,0.083,,,,,,,,,,,,,,,
FLT4.2358.19.2,P35916,FLT4,Vascular endothelial growth factor receptor 3,147,0.332,0.566,,,,,,,,,,,,,0.121,0.306,0.15
C5.2381.52.4,P01031,C5,Complement C5,8,0.027,0.148,0.016,0.115,0.0,0.007,0.056,0.125,0.018,0.152,0.125,0.009,0.06,0.125,0.0,0.011,0.125
APOE.2418.55.9,P02649,APOE,Apolipoprotein E,55,0.164,0.367,0.005,0.061,0.0,0.026,0.153,0.073,0.02,0.161,0.073,0.006,0.065,0.073,0.085,0.248,0.091
BDNF.2421.7.3,P23560,BDNF,Brain-derived neurotrophic factor,2,0.012,0.11,0.0,0.015,0.0,0.001,0.032,0.0,0.002,0.049,0.0,0.002,0.055,0.0,0.0,-0.003,0.0
C8A.C8B.C8G.2429.27.4,P07357|P07360|P07358,C8A|C8B|C8G,Complement component C8,1,0.02,0.108,0.0,-0.003,0.0,0.001,-0.042,0.0,0.001,0.026,0.0,0.0,0.014,0.0,,,
CXCL16.2436.49.4,Q9H2A7,CXCL16,C-X-C motif chemokine 16,25,0.057,0.233,0.053,0.224,0.0,0.015,0.111,0.04,0.006,0.047,0.04,0.016,0.097,0.04,0.003,0.055,0.04
FGF10.2441.2.4,O15520,FGF10,Fibroblast growth factor 10,1,0.01,0.078,0.0,0.012,0.0,,,,,,,,,,0.0,0.018,0.0
FGF8.2443.10.4,P55075,FGF8,Fibroblast growth factor 8 isoform B,1,0.011,0.102,0.0,-0.0,0.0,0.002,0.045,0.0,0.001,-0.043,0.0,0.001,-0.035,0.0,0.0,-0.012,0.0
PLA2G2E.2447.7.4,Q9NZK7,PLA2G2E,Group IIE secretory phospholipase A2,1,0.012,0.105,0.0,0.002,0.0,0.001,0.029,0.0,0.0,-0.021,0.0,0.0,-0.015,0.0,0.0,0.003,0.0
APCS.2474.54.5,P02743,APCS,Serum amyloid P-component,10,0.041,0.13,0.038,0.147,0.0,0.05,0.173,0.0,0.05,0.194,0.0,0.03,0.097,0.0,0.0,0.011,0.0
TIMP3.2480.58.3,P35625,TIMP3,Metalloproteinase inhibitor 3,85,0.257,0.498,0.43,0.677,0.024,0.461,0.695,0.047,0.436,0.662,0.047,0.461,0.674,0.047,0.067,0.223,0.071
CDH1.2501.51.3,P12830,CDH1,Cadherin-1,3,0.014,0.115,,,,,,,,,,,,,0.0,0.007,0.333
EFNB3.2514.65.3,Q15768,EFNB3,Ephrin-B3,1,0.011,0.099,0.0,-0.003,0.0,0.0,0.001,0.0,0.001,0.029,0.0,0.003,-0.049,0.0,0.0,-0.038,0.0
GFRA2.2515.14.3,O00451,GFRA2,GDNF family receptor alpha-2,21,0.117,0.341,0.129,0.352,0.0,0.065,0.274,0.143,0.116,0.361,0.143,0.082,0.313,0.143,0.045,0.211,0.19
CCL21.2516.57.3,O00585,CCL21,C-C motif chemokine 21,40,0.101,0.268,0.067,0.232,0.05,0.021,0.147,0.05,0.089,0.3,0.05,0.058,0.211,0.05,0.035,0.157,0.075
CCL5.2523.31.3,P13501,CCL5,C-C motif chemokine 5,8,0.026,0.147,,,,,,,,,,,,,,,
HMGB1.2524.56.3,P09429,HMGB1,High mobility group protein B1,73,0.154,0.372,0.0,0.005,0.027,0.001,-0.02,0.123,0.0,0.008,0.123,0.003,0.029,0.123,0.002,-0.021,0.397
TNFRSF11B.2526.53.3,O00300,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,1,0.014,0.087,,,,,,,,,,,,,0.006,0.072,0.0
POMC.2558.51.3,P01189,POMC,Beta-endorphin,73,0.12,0.327,0.021,0.13,0.014,0.041,0.22,0.068,0.024,0.171,0.068,0.044,0.214,0.068,0.113,0.388,0.11
CFI.2567.5.6,P05156,CFI,Complement factor I,14,0.047,0.215,0.036,0.191,0.0,0.008,0.099,0.071,0.031,0.176,0.071,0.004,0.085,0.071,0.028,0.178,0.071
IGFBP3.2571.12.3,P17936,IGFBP3,Insulin-like growth factor-binding protein 3,3,0.025,0.061,0.048,0.127,0.0,0.001,0.024,0.667,0.0,-0.005,0.667,0.0,,0.667,0.0,0.004,0.0
CCL2.2578.67.2,P13500,CCL2,C-C motif chemokine 2,1,0.01,0.091,0.0,0.0,0.0,0.007,0.093,0.0,0.02,0.14,0.0,0.003,0.054,0.0,0.0,0.0,0.0
MMP9.2579.17.5,P14780,MMP9,Matrix metalloproteinase-9,7,0.038,0.135,0.001,0.011,0.0,0.007,0.083,0.0,0.005,0.067,0.0,0.0,0.054,0.0,0.008,0.086,0.143
MPO.2580.83.2,P05164,MPO,Myeloperoxidase,37,0.085,0.238,0.067,0.224,0.0,0.014,0.134,0.243,0.015,0.111,0.243,0.02,0.163,0.243,0.016,0.108,0.135
ROR1.2590.69.4,Q01973,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,12,0.059,0.23,0.021,0.143,0.0,0.017,0.122,0.083,0.038,0.212,0.083,0.024,0.14,0.083,,,
VEGFA.2597.8.3,P15692,VEGFA,Vascular endothelial growth factor A,11,0.081,0.28,0.114,0.339,0.0,0.118,0.318,0.0,0.06,0.212,0.0,0.078,0.286,0.0,0.001,0.045,0.091
TNFRSF8.2605.49.2,P28908,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,2,0.018,0.11,0.0,0.01,0.0,0.003,0.047,0.0,0.003,-0.054,0.0,0.001,-0.037,0.0,0.0,0.018,0.0
CST3.2609.59.2,P01034,CST3,Cystatin-C,23,0.072,0.255,0.067,0.247,0.0,0.015,0.117,0.261,0.03,0.154,0.261,0.009,0.102,0.261,0.008,0.095,0.174
TYRO3.2611.72.2,Q06418,TYRO3,Tyrosine-protein kinase receptor TYRO3,1,0.012,0.09,0.0,,0.0,,,,,,,,,,,,
EIF5.2612.5.2,P55010,EIF5,Eukaryotic translation initiation factor 5,17,0.034,0.185,0.0,-0.005,0.0,0.001,0.031,0.118,0.002,-0.044,0.118,0.001,-0.028,0.118,0.0,-0.006,0.412
EFNA4.2614.28.2,P52798,EFNA4,Ephrin-A4,1,0.009,0.087,0.0,0.008,0.0,0.0,-0.012,0.0,0.0,-0.019,0.0,0.001,0.034,0.0,0.0,-0.009,0.0
EFNA5.2615.60.2,P52803,EFNA5,Ephrin-A5,1,0.01,0.085,0.0,0.016,0.0,0.001,0.036,0.0,0.004,0.053,0.0,0.0,-0.011,0.0,0.001,0.039,0.0
ERBB3.2617.56.35,P21860,ERBB3,Receptor tyrosine-protein kinase erbB-3,4,0.054,0.11,0.028,0.108,0.0,0.001,0.008,0.5,0.003,0.052,0.5,0.001,0.04,0.5,0.003,0.031,0.0
TACSTD2.2619.72.2,P09758,TACSTD2,Tumor-associated calcium signal transducer 2,2,0.013,0.087,0.0,-0.006,0.0,0.002,0.041,0.0,0.003,-0.056,0.0,0.0,-0.006,0.0,0.0,-0.003,0.0
IL6ST.2620.4.2,P40189,IL6ST,Interleukin-6 receptor subunit beta,15,0.061,0.234,0.097,0.301,0.0,0.012,0.091,0.133,0.027,0.167,0.133,0.025,0.16,0.133,0.001,-0.035,0.2
HMOX2.2622.18.1,P30519,HMOX2,Heme oxygenase 2,14,0.022,0.136,0.0,-0.01,0.0,0.0,-0.006,0.071,0.001,0.026,0.071,0.007,0.068,0.071,0.001,-0.01,0.429
IL1RAP.2630.12.2,Q9NPH3,IL1RAP,Interleukin-1 Receptor accessory protein,64,0.516,0.67,,,,,,,,,,,,,0.264,0.368,0.047
IL10RB.2631.50.2,Q08334,IL10RB,Interleukin-10 receptor subunit beta,1,0.01,0.1,0.0,0.01,0.0,0.001,0.019,0.0,0.002,-0.04,0.0,0.008,-0.104,0.0,0.0,0.038,0.0
IL12RB1.2632.5.2,P42701,IL12RB1,Interleukin-12 receptor subunit beta-1,3,0.017,0.11,0.0,-0.014,0.0,0.0,-0.035,0.0,0.001,-0.05,0.0,0.004,-0.064,0.0,0.0,0.0,0.333
IL13RA1.2633.52.2,P78552,IL13RA1,Interleukin-13 receptor subunit alpha-1,4,0.026,0.156,0.0,-0.001,0.0,0.001,0.042,0.25,0.017,0.147,0.25,0.015,0.137,0.25,0.003,0.068,0.75
LAYN.2635.61.2,Q6UX15,LAYN,Layilin,1,0.015,0.095,0.0,0.005,0.0,0.001,-0.046,0.0,0.0,0.011,0.0,0.0,0.019,0.0,0.0,-0.019,0.0
LTBR.2636.10.2,P36941,LTBR,Tumor necrosis factor receptor superfamily member 3,1,0.02,0.109,0.0,-0.007,0.0,0.002,-0.047,0.0,0.0,0.009,0.0,0.001,0.033,0.0,0.006,0.076,0.0
MRC1.2637.77.2,P22897,MRC1,Macrophage mannose receptor 1,89,0.253,0.493,0.058,0.235,0.292,0.022,0.14,0.483,0.08,0.273,0.483,0.021,0.144,0.483,0.055,0.22,0.472
CSF1R.2638.12.2,P07333,CSF1R,Macrophage colony-stimulating factor 1 receptor,7,0.038,0.086,,,,,,,,,,,,,0.0,0.061,0.143
MST1R.2640.3.2,Q04912,MST1R,Macrophage-stimulating protein receptor,1,0.017,0.096,0.0,0.003,0.0,0.001,-0.038,0.0,0.0,0.013,0.0,0.001,0.03,0.0,0.004,0.09,0.0
PAFAH1B2.2642.4.1,P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit beta,6,0.02,0.124,0.0,-0.004,0.0,0.0,0.015,0.167,0.001,-0.03,0.167,0.007,0.083,0.167,0.0,-0.011,0.333
CDH3.2643.57.2,P22223,CDH3,Cadherin-3,16,0.054,0.221,0.037,0.191,0.062,0.007,0.062,0.0,0.053,0.229,0.0,0.049,0.211,0.0,0.007,0.108,0.188
PRKCA.2644.11.2,P17252,PRKCA,Protein kinase C alpha type,3,0.011,0.103,0.0,0.008,0.0,0.0,0.009,0.0,0.001,0.032,0.0,0.004,0.074,0.0,0.0,0.004,0.667
PRKCZ.2645.54.1,Q05513,PRKCZ,Protein kinase C zeta type,3,0.013,0.1,0.0,-0.001,0.0,0.0,0.021,0.0,0.0,-0.004,0.0,0.009,-0.067,0.0,0.0,0.005,0.0
GDI2.2647.66.2,P50395,GDI2,Rab GDP dissociation inhibitor beta,36,0.077,0.262,0.0,0.004,0.0,0.001,0.029,0.111,0.001,-0.022,0.111,0.005,0.066,0.111,0.0,0.007,0.417
PLAUR.2652.15.1,Q03405,PLAUR,Urokinase plasminogen activator surface receptor,1,0.014,0.094,0.02,0.141,0.0,0.006,0.076,0.0,0.017,0.122,0.0,0.032,0.169,0.0,0.007,0.115,0.0
TNFRSF1A.2654.19.1,P19438,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,3,0.028,0.147,0.001,0.01,0.0,0.0,-0.018,0.333,0.0,-0.042,0.333,0.001,0.016,0.333,0.0,0.03,0.0
TNFRSF17.2665.26.2,Q02223,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,2,0.013,0.109,0.011,0.1,0.0,0.034,0.179,0.0,0.023,0.144,0.0,0.054,0.244,0.0,0.005,0.065,0.0
CAPN1.CAPNS1.2668.70.2,P07384|P04632,CAPN1|CAPNS1,Calpain I,5,0.033,0.186,0.023,0.153,0.0,0.005,0.088,0.0,0.005,0.096,0.0,0.004,0.071,0.0,,,
CKM.2670.67.4,P06732,CKM,Creatine kinase M-type,8,0.037,0.171,,,,,,,,,,,,,0.005,0.077,0.125
HGF.2681.23.2,P14210,HGF,Hepatocyte growth factor,1,0.015,0.103,0.014,0.123,0.0,0.046,0.208,0.0,0.005,0.083,0.0,0.003,0.069,0.0,0.0,0.009,0.0
C3.2683.1.2,P01024,C3,Complement C3b_ inactivated,1,0.01,0.093,0.0,-0.008,0.0,0.0,,0.0,0.001,-0.032,0.0,0.0,-0.029,0.0,0.0,-0.008,0.0
IGFBP5.2685.21.2,P24593,IGFBP5,Insulin-like growth factor-binding protein 5,4,0.086,0.144,,,,,,,,,,,,,0.01,0.091,0.0
IGFBP6.2686.67.2,P24592,IGFBP6,Insulin-like growth factor-binding protein 6,1,0.009,0.082,,,,,,,,,,,,,0.0,0.0,0.0
MIA.2687.2.1,Q16674,MIA,Melanoma-derived growth regulatory protein,90,0.253,0.33,0.311,0.407,0.033,0.432,0.624,0.133,0.231,0.357,0.133,0.396,0.544,0.133,0.206,0.47,0.256
PLA2G2A.2692.74.2,P14555,PLA2G2A,Phospholipase A2_ membrane associated,100,0.338,0.574,0.295,0.532,0.0,0.052,0.163,0.07,0.12,0.295,0.07,0.064,0.231,0.07,0.059,0.247,0.01
OSM.2693.20.3,P13725,OSM,Oncostatin-M,1,0.019,0.104,0.0,0.003,0.0,0.001,-0.043,0.0,0.002,0.042,0.0,0.001,0.039,0.0,0.006,0.108,0.0
PECAM1.2695.25.1,P16284,PECAM1,Platelet endothelial cell adhesion molecule,2,0.021,0.117,0.0,-0.001,0.0,0.0,0.018,0.0,0.001,-0.05,0.0,0.003,-0.078,0.0,0.0,0.019,0.0
PSPN.2696.87.2,O60542,PSPN,Persephin,1,0.011,0.078,0.0,-0.015,0.0,0.0,,0.0,0.0,-0.007,0.0,0.0,-0.017,0.0,0.0,0.0,0.0
CCL25.2705.5.2,O15444,CCL25,C-C motif chemokine 25,62,0.195,0.416,0.219,0.418,0.0,0.017,0.135,0.129,0.088,0.237,0.129,0.083,0.241,0.129,0.036,0.156,0.081
SERPINA7.2706.69.2,P05543,SERPINA7,Thyroxine-binding globulin,1,0.009,0.09,0.008,0.082,0.0,0.01,0.084,0.0,0.003,0.042,0.0,0.0,-0.015,0.0,0.0,-0.001,0.0
AIMP1.2714.78.2,Q12904,AIMP1,Endothelial monocyte-activating polypeptide 2,16,0.059,0.227,0.009,0.09,0.0,0.002,0.049,0.0,0.0,0.04,0.0,0.001,0.004,0.0,0.003,0.055,0.062
IL37.2723.9.2,Q9NZH6,IL37,Interleukin-37,1,0.018,0.106,0.0,0.002,0.0,0.002,-0.05,0.0,0.001,0.032,0.0,0.001,0.035,0.0,0.004,0.075,0.0
MICA.2730.58.2,Q29983,MICA,MHC class I polypeptide-related sequence A,1367,0.401,0.643,0.555,0.76,0.273,0.458,0.704,0.193,0.515,0.725,0.193,0.413,0.625,0.193,0.509,0.716,0.33
NANOG.2732.58.3,Q9H9S0,NANOG,Homeobox protein NANOG,1,0.014,0.101,0.0,-0.004,0.0,0.002,0.055,0.0,0.001,-0.04,0.0,0.001,-0.033,0.0,0.0,0.0,0.0
NOV.2737.22.2,P48745,CCN3,Protein NOV homolog,4,0.015,0.099,0.006,0.068,0.0,0.0,0.032,0.0,0.001,-0.002,0.0,0.0,-0.013,0.0,0.0,0.055,0.0
SIGLEC6.2741.22.2,O43699,SIGLEC6,Sialic acid-binding Ig-like lectin 6,67,0.156,0.389,0.282,0.524,0.015,0.228,0.474,0.045,0.368,0.616,0.045,0.218,0.435,0.045,0.112,0.43,0.03
SIGLEC7.2742.68.2,Q9Y286,SIGLEC7,Sialic acid-binding Ig-like lectin 7,9,0.096,0.296,0.084,0.279,0.0,0.043,0.196,0.0,0.078,0.271,0.0,0.054,0.221,0.0,0.0,0.026,0.111
IGHG1.IGHG2.IGHG3.IGHG4.IGK.IGL.2744.57.2,P01857,IGHG1|IGHG2|IGHG3|IGHG4|IGK|IGL,Immunoglobulin G,5,0.014,0.108,0.006,0.07,0.6,0.0,-0.025,0.2,0.001,-0.029,0.2,0.005,0.063,0.2,,,
APOA1.2750.3.2,P02647,APOA1,Apolipoprotein A-I,7,0.018,0.131,0.057,0.219,0.0,0.0,0.004,0.0,0.008,0.067,0.0,0.001,0.006,0.0,0.0,0.021,0.0
