"PheCode","Phenotype","Category","Trait ID","Platform","Trait Description","Hazard Ratio","FDR adjusted P-value"
"290.11","Alzheimer's disease","mental disorders","sldlc","Nightingale","Cholesterol in small LDL","1.67 (1.58 1.76)","2.24E-77"
"290.11","Alzheimer's disease","mental disorders","mldll","Nightingale","Total lipids in medium LDL","1.64 (1.56 1.73)","1.44E-75"
"290.11","Alzheimer's disease","mental disorders","mldlc","Nightingale","Cholesterol in medium LDL","1.65 (1.57 1.74)","1.94E-74"
"290.11","Alzheimer's disease","mental disorders","sldlp","Nightingale","Concentration of small LDL particles","1.62 (1.54 1.71)","5.36E-74"
"290.11","Alzheimer's disease","mental disorders","mldlce","Nightingale","Cholesteryl esters in medium LDL","1.65 (1.56 1.73)","1.19E-73"
"290.11","Alzheimer's disease","mental disorders","sldlce","Nightingale","Cholesteryl esters in small LDL","1.63 (1.55 1.72)","5.09E-71"
"290.11","Alzheimer's disease","mental disorders","sldlfc","Nightingale","Free cholesterol in small LDL","1.60 (1.52 1.68)","3.12E-70"
"290.11","Alzheimer's disease","mental disorders","lldlpl","Nightingale","Phospholipids in large LDL","1.59 (1.52 1.68)","2.24E-69"
"290.11","Alzheimer's disease","mental disorders","lldlce","Nightingale","Cholesteryl esters in large LDL","1.60 (1.52 1.69)","2.44E-69"
"290.11","Alzheimer's disease","mental disorders","mldlp","Nightingale","Concentration of medium LDL particles","1.60 (1.52 1.68)","3.02E-69"
"290.11","Alzheimer's disease","mental disorders","lldlfc","Nightingale","Free cholesterol in large LDL","1.60 (1.52 1.69)","3.18E-68"
"290.11","Alzheimer's disease","mental disorders","sldll","Nightingale","Total lipids in small LDL","1.59 (1.51 1.68)","2.52E-67"
"290.11","Alzheimer's disease","mental disorders","ldlc","Nightingale","LDL cholesterol","1.59 (1.51 1.67)","1.62E-66"
"290.11","Alzheimer's disease","mental disorders","sldlpl","Nightingale","Phospholipids in small LDL","1.56 (1.48 1.64)","1.36E-65"
"290.11","Alzheimer's disease","mental disorders","mldlpl","Nightingale","Phospholipids in medium LDL","1.56 (1.48 1.64)","2.27E-65"
"290.11","Alzheimer's disease","mental disorders","idlc","Nightingale","Cholesterol in IDL","1.56 (1.48 1.64)","3.43E-64"
"290.11","Alzheimer's disease","mental disorders","lldlp","Nightingale","Concentration of large LDL particles","1.55 (1.48 1.63)","7.28E-63"
"290.11","Alzheimer's disease","mental disorders","estc","Nightingale","Total esterified cholesterol","1.54 (1.46 1.61)","8.09E-63"
"290.11","Alzheimer's disease","mental disorders","idlp","Nightingale","Concentration of IDL particles","1.53 (1.46 1.61)","3.56E-62"
"290.11","Alzheimer's disease","mental disorders","lldlc","Nightingale","Cholesterol in large LDL","1.56 (1.48 1.64)","4.38E-62"
"290.11","Alzheimer's disease","mental disorders","lldll","Nightingale","Total lipids in large LDL","1.54 (1.47 1.62)","3.73E-61"
"290.11","Alzheimer's disease","mental disorders","idlfc","Nightingale","Free cholesterol in IDL","1.53 (1.45 1.61)","7.58E-58"
"290.11","Alzheimer's disease","mental disorders","apob","Nightingale","Apolipoprotein B","1.49 (1.42 1.56)","7.64E-58"
"290.11","Alzheimer's disease","mental disorders","idlpl","Nightingale","Phospholipids in IDL","1.51 (1.44 1.59)","4.27E-57"
"290.11","Alzheimer's disease","mental disorders","ldld","Nightingale","Average diameter for LDL particles","0.67 (0.64 0.70)","9.42E-57"
"290.11","Alzheimer's disease","mental disorders","idlce","Nightingale","Cholesteryl esters in IDL","1.51 (1.44 1.59)","2.82E-56"
"290.11","Alzheimer's disease","mental disorders","serumc","Nightingale","Total cholesterol","1.49 (1.42 1.57)","7.45E-56"
"290.11","Alzheimer's disease","mental disorders","idll","Nightingale","Total lipids in IDL","1.50 (1.43 1.58)","1.03E-55"
"290.11","Alzheimer's disease","mental disorders","xsvldlce","Nightingale","Cholesteryl esters in very small VLDL","1.46 (1.40 1.53)","2.06E-54"
"290.11","Alzheimer's disease","mental disorders","xsvldlpl","Nightingale","Phospholipids in very small VLDL","1.47 (1.40 1.55)","1.21E-53"
"290.11","Alzheimer's disease","mental disorders","xsvldlc","Nightingale","Cholesterol in very small VLDL","1.44 (1.38 1.51)","4.39E-51"
"290.11","Alzheimer's disease","mental disorders","shdlce","Nightingale","Cholesteryl esters in small HDL","1.46 (1.39 1.53)","1.79E-49"
"290.11","Alzheimer's disease","mental disorders","svldlce","Nightingale","Cholesteryl esters in small VLDL","1.41 (1.34 1.47)","7.53E-46"
"290.11","Alzheimer's disease","mental disorders","la","Nightingale","Linoleic acid","1.41 (1.34 1.47)","7.53E-46"
"290.11","Alzheimer's disease","mental disorders","xsvldlfc","Nightingale","Free cholesterol in very small VLDL","1.42 (1.35 1.49)","1.15E-45"
"290.11","Alzheimer's disease","mental disorders","xsvldlp","Nightingale","Concentration of very small VLDL particles","1.40 (1.34 1.46)","4.52E-44"
"290.11","Alzheimer's disease","mental disorders","faw6","Nightingale","Omega-6 fatty acids","1.40 (1.34 1.46)","1.52E-43"
"290.11","Alzheimer's disease","mental disorders","freec","Nightingale","Total free cholesterol","1.41 (1.34 1.48)","1.59E-43"
"290.11","Alzheimer's disease","mental disorders","pufa","Nightingale","Polyunsaturated fatty acids","1.39 (1.33 1.46)","3.22E-42"
"290.11","Alzheimer's disease","mental disorders","xsvldll","Nightingale","Total lipids in very small VLDL","1.39 (1.33 1.46)","7.46E-42"
"290.11","Alzheimer's disease","mental disorders","mldltg","Nightingale","Triglycerides in medium LDL","1.35 (1.30 1.42)","6.25E-38"
"290.11","Alzheimer's disease","mental disorders","ldltg","Nightingale","Triglycerides in LDL","1.35 (1.29 1.41)","1.08E-37"
"290.11","Alzheimer's disease","mental disorders","totfa","Nightingale","Total fatty acids","1.34 (1.29 1.41)","2.41E-35"
"290.11","Alzheimer's disease","mental disorders","vldlc","Nightingale","VLDL cholesterol","1.34 (1.28 1.41)","5.13E-35"
"290.11","Alzheimer's disease","mental disorders","shdlc","Nightingale","Cholesterol in small HDL","1.35 (1.29 1.42)","2.58E-34"
"290.11","Alzheimer's disease","mental disorders","svldlc","Nightingale","Cholesterol in small VLDL","1.33 (1.27 1.39)","1.11E-32"
"290.11","Alzheimer's disease","mental disorders","shdlpl","Nightingale","Phospholipids in small HDL","0.74 (0.71 0.78)","1.64E-31"
"290.11","Alzheimer's disease","mental disorders","sldltg","Nightingale","Triglycerides in small LDL","1.31 (1.26 1.37)","1.40E-30"
"290.11","Alzheimer's disease","mental disorders","sfa","Nightingale","Saturated fatty acids","1.31 (1.25 1.37)","3.45E-29"
"290.11","Alzheimer's disease","mental disorders","idltg","Nightingale","Triglycerides in IDL","1.30 (1.24 1.36)","9.73E-29"
"290.11","Alzheimer's disease","mental disorders","lldltg","Nightingale","Triglycerides in large LDL","1.30 (1.24 1.36)","9.27E-28"
"290.11","Alzheimer's disease","mental disorders","mhdlce","Nightingale","Cholesteryl esters in medium HDL","0.77 (0.74 0.81)","8.14E-26"
"290.11","Alzheimer's disease","mental disorders","sm","Nightingale","Sphingomyelins","1.30 (1.24 1.36)","1.64E-25"
"290.11","Alzheimer's disease","mental disorders","mhdll","Nightingale","Total lipids in medium HDL","0.78 (0.74 0.81)","6.82E-25"
"290.11","Alzheimer's disease","mental disorders","mufa","Nightingale","Monounsaturated fatty acids","1.28 (1.22 1.34)","9.86E-25"
"290.11","Alzheimer's disease","mental disorders","faw3","Nightingale","Omega-3 fatty acids","1.28 (1.23 1.34)","1.13E-24"
"290.11","Alzheimer's disease","mental disorders","mhdlc","Nightingale","Cholesterol in medium HDL","0.78 (0.74 0.82)","3.92E-24"
"290.11","Alzheimer's disease","mental disorders","svldll","Nightingale","Total lipids in small VLDL","1.25 (1.20 1.31)","3.08E-20"
"290.11","Alzheimer's disease","mental disorders","lhdlc","Nightingale","Cholesterol in large HDL","0.80 (0.76 0.84)","4.10E-20"
"290.11","Alzheimer's disease","mental disorders","mvldlce","Nightingale","Cholesteryl esters in medium VLDL","1.25 (1.19 1.30)","1.91E-19"
"290.11","Alzheimer's disease","mental disorders","dha","Nightingale","Docosahexaenoic acid","1.24 (1.19 1.30)","4.96E-19"
"290.11","Alzheimer's disease","mental disorders","svldlfc","Nightingale","Free cholesterol in small VLDL","1.24 (1.18 1.30)","1.84E-18"
"290.11","Alzheimer's disease","mental disorders","mhdlfc","Nightingale","Free cholesterol in medium HDL","0.81 (0.77 0.84)","4.40E-18"
"290.11","Alzheimer's disease","mental disorders","lhdlce","Nightingale","Cholesteryl esters in large HDL","0.81 (0.77 0.85)","4.84E-18"
"290.11","Alzheimer's disease","mental disorders","mhdlp","Nightingale","Concentration of medium HDL particles","0.81 (0.77 0.85)","1.22E-17"
"290.11","Alzheimer's disease","mental disorders","mvldlc","Nightingale","Cholesterol in medium VLDL","1.23 (1.17 1.29)","4.75E-17"
"290.11","Alzheimer's disease","mental disorders","lhdlp","Nightingale","Concentration of large HDL particles","0.82 (0.78 0.86)","6.55E-16"
"290.11","Alzheimer's disease","mental disorders","mvldlpl","Nightingale","Phospholipids in medium VLDL","1.22 (1.16 1.27)","1.86E-15"
"290.11","Alzheimer's disease","mental disorders","lhdlpl","Nightingale","Phospholipids in large HDL","0.82 (0.79 0.86)","2.68E-15"
"290.11","Alzheimer's disease","mental disorders","svldlp","Nightingale","Concentration of small VLDL particles","1.21 (1.16 1.27)","2.92E-15"
"290.11","Alzheimer's disease","mental disorders","serumtg","Nightingale","Total triglycerides","1.21 (1.16 1.27)","3.07E-15"
"290.11","Alzheimer's disease","mental disorders","lhdlfc","Nightingale","Free cholesterol in large HDL","0.82 (0.79 0.86)","3.54E-15"
"290.11","Alzheimer's disease","mental disorders","lhdll","Nightingale","Total lipids in large HDL","0.82 (0.79 0.86)","5.82E-15"
"290.11","Alzheimer's disease","mental disorders","shdlfc","Nightingale","Free cholesterol in small HDL","0.82 (0.78 0.86)","8.78E-15"
"290.11","Alzheimer's disease","mental disorders","xsvldltg","Nightingale","Triglycerides in very small VLDL","1.21 (1.16 1.27)","8.78E-15"
"290.11","Alzheimer's disease","mental disorders","svldlpl","Nightingale","Phospholipids in small VLDL","1.21 (1.16 1.27)","1.34E-14"
"290.11","Alzheimer's disease","mental disorders","mhdlpl","Nightingale","Phospholipids in medium HDL","0.83 (0.79 0.87)","1.12E-13"
"290.11","Alzheimer's disease","mental disorders","totcho","Nightingale","Total cholines","1.20 (1.15 1.26)","1.23E-13"
"290.11","Alzheimer's disease","mental disorders","mvldll","Nightingale","Total lipids in medium VLDL","1.20 (1.14 1.25)","7.99E-13"
"290.11","Alzheimer's disease","mental disorders","xxlvldlce","Nightingale","Cholesteryl esters in chylomicrons and extremely large VLDL","1.19 (1.13 1.24)","3.03E-11"
"290.11","Alzheimer's disease","mental disorders","svldltg","Nightingale","Triglycerides in small VLDL","1.18 (1.13 1.24)","3.86E-11"
"290.11","Alzheimer's disease","mental disorders","pc","Nightingale","Phosphatidylcholines","1.18 (1.12 1.23)","1.75E-10"
"290.11","Alzheimer's disease","mental disorders","xxlvldltg","Nightingale","Triglycerides in chylomicrons and extremely large VLDL","1.18 (1.13 1.24)","2.64E-10"
"290.11","Alzheimer's disease","mental disorders","totpg","Nightingale","Phosphoglycerides","1.17 (1.12 1.22)","8.85E-10"
"290.11","Alzheimer's disease","mental disorders","xxlvldlp","Nightingale","Concentration of chylomicrons and extremely large VLDL particles","1.17 (1.12 1.22)","3.49E-9"
"290.11","Alzheimer's disease","mental disorders","hdld","Nightingale","Average diameter for HDL particles","0.86 (0.82 0.90)","1.21E-8"
"290.11","Alzheimer's disease","mental disorders","mvldlfc","Nightingale","Free cholesterol in medium VLDL","1.16 (1.11 1.21)","1.93E-8"
"290.11","Alzheimer's disease","mental disorders","mvldlp","Nightingale","Concentration of medium VLDL particles","1.15 (1.10 1.21)","5.42E-8"
"290.11","Alzheimer's disease","mental disorders","xxlvldll","Nightingale","Total lipids in chylomicrons and extremely large VLDL","1.15 (1.10 1.21)","1.28E-7"
"290.11","Alzheimer's disease","mental disorders","lvldlpl","Nightingale","Phospholipids in large VLDL","1.15 (1.10 1.20)","1.64E-7"
"290.11","Alzheimer's disease","mental disorders","lvldlfc","Nightingale","Free cholesterol in large VLDL","1.15 (1.10 1.20)","1.76E-7"
"290.11","Alzheimer's disease","mental disorders","xlvldlpl","Nightingale","Phospholipids in very large VLDL","1.15 (1.10 1.20)","3.44E-7"
"290.11","Alzheimer's disease","mental disorders","xxlvldlc","Nightingale","Cholesterol in chylomicrons and extremely large VLDL","1.14 (1.09 1.19)","2.20E-6"
"290.11","Alzheimer's disease","mental disorders","lvldlce","Nightingale","Cholesteryl esters in large VLDL","1.13 (1.08 1.19)","3.73E-6"
"290.11","Alzheimer's disease","mental disorders","xlvldlc","Nightingale","Cholesterol in very large VLDL","1.14 (1.09 1.19)","3.90E-6"
"290.11","Alzheimer's disease","mental disorders","xlvldlfc","Nightingale","Free cholesterol in very large VLDL","1.13 (1.08 1.19)","5.02E-6"
"290.11","Alzheimer's disease","mental disorders","vldltg","Nightingale","Triglycerides in VLDL","1.13 (1.08 1.18)","9.62E-6"
"290.11","Alzheimer's disease","mental disorders","mvldltg","Nightingale","Triglycerides in medium VLDL","1.13 (1.08 1.18)","1.10E-5"
"290.11","Alzheimer's disease","mental disorders","xxlvldlpl","Nightingale","Phospholipids in chylomicrons and extremely large VLDL","1.13 (1.08 1.18)","1.22E-5"
"290.11","Alzheimer's disease","mental disorders","lvldlc","Nightingale","Cholesterol in large VLDL","1.12 (1.07 1.17)","1.52E-4"
"290.11","Alzheimer's disease","mental disorders","hdlc","Nightingale","HDL cholesterol","0.90 (0.86 0.94)","1.81E-4"
"290.11","Alzheimer's disease","mental disorders","xlvldlp","Nightingale","Concentration of very large VLDL particles","1.11 (1.07 1.17)","2.22E-4"
"290.11","Alzheimer's disease","mental disorders","gp","Nightingale","Glycoprotein acetyls","1.11 (1.06 1.17)","2.34E-4"
"290.11","Alzheimer's disease","mental disorders","lvldlp","Nightingale","Concentration of large VLDL particles","1.11 (1.06 1.16)","3.08E-4"
"290.11","Alzheimer's disease","mental disorders","xlvldlce","Nightingale","Cholesteryl esters in very large VLDL","1.11 (1.06 1.16)","4.18E-4"
"290.11","Alzheimer's disease","mental disorders","lvldltg","Nightingale","Triglycerides in large VLDL","1.11 (1.06 1.16)","4.62E-4"
"290.11","Alzheimer's disease","mental disorders","lvldll","Nightingale","Total lipids in large VLDL","1.11 (1.06 1.16)","6.74E-4"
"290.11","Alzheimer's disease","mental disorders","xlvldltg","Nightingale","Triglycerides in very large VLDL","1.11 (1.06 1.16)","8.64E-4"
"290.11","Alzheimer's disease","mental disorders","xlvldll","Nightingale","Total lipids in very large VLDL","1.11 (1.06 1.16)","1.02E-3"
"290.11","Alzheimer's disease","mental disorders","xlhdlpl","Nightingale","Phospholipids in very large HDL","0.91 (0.87 0.95)","1.43E-3"
"290.11","Alzheimer's disease","mental disorders","shdltg","Nightingale","Triglycerides in small HDL","1.10 (1.05 1.15)","3.99E-3"
"290.11","Alzheimer's disease","mental disorders","xxlvldlfc","Nightingale","Free cholesterol in chylomicrons and extremely large VLDL","1.09 (1.04 1.14)","1.20E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000130204","RNAseq","TOMM40","1.32 (1.26 1.39)","3.86E-29"
"290.11","Alzheimer's disease","mental disorders","ENSG00000159640","RNAseq","ACE","0.91 (0.87 0.95)","1.60E-3"
"290.11","Alzheimer's disease","mental disorders","ENSG00000186567","RNAseq","CEACAM19","1.10 (1.05 1.15)","3.32E-3"
"290.11","Alzheimer's disease","mental disorders","ENSG00000111886","RNAseq","GABRR2","0.91 (0.87 0.95)","4.02E-3"
"290.11","Alzheimer's disease","mental disorders","ENSG00000273002","RNAseq","AL355388.1","1.09 (1.04 1.13)","5.50E-3"
"290.11","Alzheimer's disease","mental disorders","ENSG00000127337","RNAseq","YEATS4","0.92 (0.88 0.96)","6.89E-3"
"290.11","Alzheimer's disease","mental disorders","ENSG00000142675","RNAseq","CNKSR1","1.09 (1.04 1.14)","8.29E-3"
"290.11","Alzheimer's disease","mental disorders","ENSG00000198833","RNAseq","UBE2J1","1.09 (1.04 1.14)","1.09E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000211721","RNAseq","TRBV6-5","0.92 (0.88 0.96)","1.30E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000100003","RNAseq","SEC14L2","0.92 (0.88 0.96)","1.58E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000143537","RNAseq","ADAM15","1.09 (1.04 1.14)","1.78E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000161179","RNAseq","YDJC","0.92 (0.88 0.96)","2.27E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000229391","RNAseq","","0.92 (0.88 0.96)","2.70E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000073008","RNAseq","PVR","0.92 (0.88 0.97)","2.79E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000198198","RNAseq","SZT2","1.10 (1.04 1.15)","2.96E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000123064","RNAseq","DDX54","1.09 (1.04 1.15)","3.27E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000198952","RNAseq","SMG5","0.92 (0.88 0.97)","3.42E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000180539","RNAseq","C9orf139","0.93 (0.89 0.97)","3.54E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000104884","RNAseq","ERCC2","1.08 (1.03 1.13)","3.68E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000134899","RNAseq","ERCC5","0.92 (0.88 0.97)","3.77E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000117481","RNAseq","NSUN4","1.08 (1.03 1.13)","4.22E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000176945","RNAseq","MUC20","0.92 (0.88 0.97)","4.77E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000151465","RNAseq","CDC123","1.08 (1.03 1.13)","4.85E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000176049","RNAseq","JAKMIP2","0.92 (0.88 0.97)","4.85E-2"
"290.11","Alzheimer's disease","mental disorders","ENSG00000154124","RNAseq","OTULIN","1.07 (1.03 1.12)","4.94E-2"
"290.12","Dementia with cerebral degenerations","mental disorders","TJP1.12001.7.3","SomaScan","Tight junction protein ZO-1","1.39 (1.24 1.55)","4.66E-5"
"290.12","Dementia with cerebral degenerations","mental disorders","DCK.9836.20.3","SomaScan","Deoxycytidine kinase","1.38 (1.24 1.54)","4.66E-5"
"290.12","Dementia with cerebral degenerations","mental disorders","CPE.5343.74.3","SomaScan","Carboxypeptidase E","1.39 (1.24 1.55)","4.66E-5"
"290.12","Dementia with cerebral degenerations","mental disorders","TBCA.12501.10.3","SomaScan","Tubulin-specific chaperone A","0.73 (0.65 0.82)","3.05E-4"
"290.12","Dementia with cerebral degenerations","mental disorders","LRRN1.11293.14.3","SomaScan","Leucine-rich repeat neuronal protein 1","1.36 (1.21 1.52)","3.05E-4"
"290.12","Dementia with cerebral degenerations","mental disorders","YWHAE.8387.33.3","SomaScan","14-3-3 protein epsilon","1.37 (1.22 1.53)","3.05E-4"
